publisher,total_global_sales,game_count,avg_sales_per_game,median_sales_per_game,active_years,platform_count,genre_count,avg_market_share_pct,high_success_rate
Hinterland Studio Inc.,0,4,NA,NA,1,4,1,NA,NA
HipSoft,0,3,NA,NA,2,1,1,NA,NA
Hirameki International Group,0,3,NA,NA,2,1,2,NA,NA
Hiro,0,1,NA,NA,1,1,1,NA,NA
Hitbox Team,0,2,NA,NA,1,1,2,NA,NA
Hitcents,0,4,NA,NA,3,2,2,NA,NA
Hobbico,0,1,NA,NA,1,1,1,NA,NA
Hoget,0,1,NA,NA,1,1,1,NA,NA
Holyday Studios,0,1,NA,NA,1,1,1,NA,NA
Home Data,0,2,NA,NA,2,1,1,NA,NA
Home Media,0,2,NA,NA,1,1,1,NA,NA
Homegrown Games,0,1,NA,NA,1,1,1,NA,NA
Honey Pot,0,3,NA,NA,3,1,1,NA,NA
Honey Soft,0,1,NA,NA,1,1,1,NA,NA
Honeyslug,0,1,NA,NA,1,1,1,NA,NA
HookSoft,0,1,NA,NA,1,1,1,NA,NA
Hopoo Games,0,1,NA,NA,1,1,1,NA,NA
Horberg Productions,0,7,NA,NA,4,4,1,NA,NA
Hori,0,2,NA,NA,2,2,1,NA,NA
Hothead Games,0,13,NA,NA,5,4,3,NA,NA
Household Games,0,1,NA,NA,1,1,1,NA,NA
Housemarque,0,3,NA,NA,2,2,1,NA,NA
Hovgaard Games,0,1,NA,NA,1,1,1,NA,NA
HuCast,0,3,NA,NA,3,2,2,NA,NA
Hudson Soft / West One,0,1,NA,NA,1,1,1,NA,NA
Hug,0,1,NA,NA,1,1,1,NA,NA
Hulu,0,1,NA,NA,1,1,1,NA,NA
HumaNature Studios,0,5,NA,NA,1,5,1,NA,NA
Humansoft,0,3,NA,NA,1,3,1,NA,NA
Humble Bundle,0,23,NA,NA,5,5,9,NA,NA
Humble Hearts,0,3,NA,NA,3,2,2,NA,NA
Humongous,0,18,NA,NA,10,2,4,NA,NA
Humongous Entertainment,0,5,NA,NA,4,3,3,NA,NA
Humongous Entertainment.,0,3,NA,NA,1,3,1,NA,NA
HypeTrain Digital,0,5,NA,NA,2,4,2,NA,NA
Hypersect,0,1,NA,NA,1,1,1,NA,NA
Hypixel Studios,0,1,NA,NA,1,1,1,NA,NA
Hypnos,0,1,NA,NA,1,1,1,NA,NA
I'Max,0,22,NA,NA,10,8,6,NA,NA
I*Motion,0,2,NA,NA,2,2,2,NA,NA
I.Magic,0,2,NA,NA,2,2,2,NA,NA
IBA Group,0,1,NA,NA,1,1,1,NA,NA
IBM,0,10,NA,NA,7,1,6,NA,NA
ICD,0,1,NA,NA,1,1,1,NA,NA
ICS,0,4,NA,NA,2,1,1,NA,NA
IGG,0,14,NA,NA,5,1,1,NA,NA
IGG.com,0,5,NA,NA,2,1,2,NA,NA
IGGYMOB,0,1,NA,NA,1,1,1,NA,NA
IGOR GAFTON,0,1,NA,NA,1,1,1,NA,NA
IGS,0,11,NA,NA,5,6,7,NA,NA
IMGN PRO,0,5,NA,NA,3,5,2,NA,NA
ININ Games,0,1,NA,NA,1,1,1,NA,NA
INTV Corporation,0,21,NA,NA,4,1,9,NA,NA
IO Interactive,0,7,NA,NA,2,5,3,NA,NA
IPC Software,0,4,NA,NA,4,2,3,NA,NA
ISP,0,1,NA,NA,1,1,1,NA,NA
ITE Media,0,5,NA,NA,3,4,3,NA,NA
ITL,0,3,NA,NA,2,1,3,NA,NA
Ian MacLarty,0,1,NA,NA,1,1,1,NA,NA
Icarus Games,0,2,NA,NA,2,1,2,NA,NA
Ice Water Games,0,1,NA,NA,1,1,1,NA,NA
Ice-pick Lodge,0,5,NA,NA,1,5,1,NA,NA
Iceflake Studios,0,1,NA,NA,1,1,1,NA,NA
Ichikawa,0,2,NA,NA,2,1,2,NA,NA
Icon Games,0,12,NA,NA,3,3,4,NA,NA
Icy Studios,0,2,NA,NA,2,1,2,NA,NA
Ides,0,1,0,0,1,1,1,NA,0
Igor Migun,0,1,NA,NA,1,1,1,NA,NA
Illumination Games,0,1,NA,NA,1,1,1,NA,NA
Illusion,0,3,NA,NA,3,1,3,NA,NA
Illusion Soft,0,10,NA,NA,7,1,4,NA,NA
Ilusis Interactive Graphics,0,3,NA,NA,1,3,1,NA,NA
Image & Form Games,0,13,NA,NA,5,9,1,NA,NA
Image & Form International AB,0,2,NA,NA,2,2,2,NA,NA
Image Space Incorporated,0,1,0,0,1,1,1,NA,0
Image Works,0,3,NA,NA,1,3,1,NA,NA
Imagineering,0,1,NA,NA,1,1,1,NA,NA
"Imangi Studios, LLC",0,4,NA,NA,2,2,1,NA,NA
Immanitas Entertainment GmbH,0,1,NA,NA,1,1,1,NA,NA
Immersive VR Education Ltd.,0,1,NA,NA,1,1,1,NA,NA
Impact Gameworks,0,1,NA,NA,1,1,1,NA,NA
Imperial Entertainment,0,1,NA,NA,1,1,1,NA,NA
Impressions Games,0,3,NA,NA,2,2,2,NA,NA
In2Games,0,1,NA,NA,1,1,1,NA,NA
IncaGold,0,2,NA,NA,2,1,2,NA,NA
"Incandescent Core, LLC",0,2,NA,NA,2,2,1,NA,NA
Incredible Technologies,0,3,NA,NA,3,1,2,NA,NA
Increment-P,0,2,NA,NA,2,2,1,NA,NA
Independent,0,9,NA,NA,7,3,5,NA,NA
Independent Arts Software,0,1,NA,NA,1,1,1,NA,NA
"Index Digital Media, Inc.",0,1,NA,NA,1,1,1,NA,NA
Indie Voyage,0,1,NA,NA,1,1,1,NA,NA
Indietopia Games,0,1,NA,NA,1,1,1,NA,NA
Indimo Labs LLC,0,1,NA,NA,1,1,1,NA,NA
Infinite Dreams Inc.,0,14,NA,NA,6,9,2,NA,NA
Infinite Fall,0,2,NA,NA,1,2,1,NA,NA
Infinite Game Publishing,0,2,NA,NA,2,1,1,NA,NA
Infinite Loop,0,1,NA,NA,1,1,1,NA,NA
Infocom,0,61,NA,NA,14,12,5,NA,NA
"Infocom, Inc.",0,6,NA,NA,3,5,1,NA,NA
Infogrames Melbourne,0,3,NA,NA,1,3,1,NA,NA
Infogrammes Studios,0,2,NA,NA,1,2,1,NA,NA
Inlogic Software,0,2,NA,NA,1,1,1,NA,NA
InnoGames,0,4,NA,NA,4,2,2,NA,NA
Innovative Design Software,0,1,NA,NA,1,1,1,NA,NA
Inside System,0,1,NA,NA,1,1,1,NA,NA
Intec,0,5,NA,NA,4,2,4,NA,NA
Intelligent Design,0,1,NA,NA,1,1,1,NA,NA
Intellivision Productions,0,9,NA,NA,2,2,2,NA,NA
Intense,0,6,NA,NA,3,3,2,NA,NA
InterAction studios,0,1,NA,NA,1,1,1,NA,NA
Interactive Magic,0,11,NA,NA,3,1,3,NA,NA
Interceptor Entertainment,0,2,NA,NA,1,2,1,NA,NA
Intermarum,0,1,NA,NA,1,1,1,NA,NA
"International Games System Co., Ltd",0,2,NA,NA,1,2,1,NA,NA
Interphase,0,2,NA,NA,1,1,2,NA,NA
Interplay Entertainment Corp.,0,4,NA,NA,4,3,3,NA,NA
Interstel,0,2,NA,NA,2,1,2,NA,NA
Intragames,0,3,NA,NA,1,3,1,NA,NA
"Intragames Co.,Ltd.",0,2,NA,NA,1,2,1,NA,NA
Introversion,0,1,NA,NA,1,1,1,NA,NA
Invent4 Entertainment,0,1,NA,NA,1,1,1,NA,NA
InvertMouse,0,3,NA,NA,2,1,1,NA,NA
Invex,0,1,NA,NA,1,1,1,NA,NA
Invisible Handlebar,0,2,NA,NA,2,1,1,NA,NA
Iota,0,1,NA,NA,1,1,1,NA,NA
Iridium,0,4,NA,NA,2,3,2,NA,NA
Iron Tower Studio,0,1,NA,NA,1,1,1,NA,NA
Ironhide Game Studio,0,5,NA,NA,3,2,3,NA,NA
Irrational Games / Looking Glass Studios,0,2,NA,NA,1,2,1,NA,NA
Isao,0,1,NA,NA,1,1,1,NA,NA
Isayonline Services,0,6,NA,NA,2,6,1,NA,NA
Isbit Games,0,1,NA,NA,1,1,1,NA,NA
Island Creation,0,1,NA,NA,1,1,1,NA,NA
Isotope 244 LLC,0,2,NA,NA,1,2,1,NA,NA
Isotx,0,2,NA,NA,1,2,1,NA,NA
Isquared Games,0,3,NA,NA,2,1,2,NA,NA
It's Anecdotal,0,3,NA,NA,2,3,1,NA,NA
Ivan Zanotti's MyMadness Works,0,1,NA,NA,1,1,1,NA,NA
Ivanovich Games,0,1,NA,NA,1,1,1,NA,NA
Izanagi Games,0,4,NA,NA,1,4,1,NA,NA
J-Wing,0,39,NA,NA,10,5,6,NA,NA
"JAST Co., Ltd.",0,1,NA,NA,1,1,1,NA,NA
JAVELIN OÜ,0,1,NA,NA,1,1,1,NA,NA
JC Research,0,2,NA,NA,2,1,1,NA,NA
JFI Games,0,2,NA,NA,1,2,1,NA,NA
JForce Games,0,2,NA,NA,2,2,1,NA,NA
JTB West,0,1,NA,NA,1,1,1,NA,NA
JV Games Inc.,0,5,NA,NA,3,1,4,NA,NA
Jackbox Games,0,11,NA,NA,5,2,2,NA,NA
Jaguar,0,1,NA,NA,1,1,1,NA,NA
Jamo Games,0,1,NA,NA,1,1,1,NA,NA
JanduSoft S.L.,0,2,NA,NA,2,1,2,NA,NA
Janis,0,1,NA,NA,1,1,1,NA,NA
Jarbit,0,1,NA,NA,1,1,1,NA,NA
Jason Rohrer,0,8,NA,NA,7,1,6,NA,NA
Jast,0,5,NA,NA,3,1,2,NA,NA
Jetdogs Studios,0,8,NA,NA,4,1,2,NA,NA
Jinx,0,1,NA,NA,1,1,1,NA,NA
JoWood,0,2,NA,NA,1,1,1,NA,NA
JoWood Productions & Piranha Bytes,0,1,NA,NA,1,1,1,NA,NA
Joe Williams,0,2,NA,NA,1,2,1,NA,NA
Joey Drew Studios Inc.,0,1,NA,NA,1,1,1,NA,NA
Joindots,0,1,0,0,1,1,1,NA,0
Joju Games,0,1,NA,NA,1,1,1,NA,NA
Jose Varela,0,2,NA,NA,2,2,1,NA,NA
Joseph Rothenberg,0,1,NA,NA,1,1,1,NA,NA
Joycity,0,2,NA,NA,2,1,1,NA,NA
Joymax,0,1,NA,NA,1,1,1,NA,NA
Joystick Ventures,0,1,NA,NA,1,1,1,NA,NA
Ju Cai,0,3,NA,NA,1,3,1,NA,NA
JuiceBox Games,0,1,NA,NA,1,1,1,NA,NA
Juicy Beast Studio,0,1,NA,NA,1,1,1,NA,NA
Jujubee S.A.,0,4,NA,NA,2,4,2,NA,NA
Jumpship,0,3,NA,NA,1,3,1,NA,NA
Junkfish Limited,0,1,NA,NA,1,1,1,NA,NA
Juno,0,1,NA,NA,1,1,1,NA,NA
Jupiter Corporation,0,11,NA,NA,8,3,2,NA,NA
Just1337 Publisher,0,4,NA,NA,2,1,2,NA,NA
K Bros Games,0,1,NA,NA,1,1,1,NA,NA
K2 Network,0,3,NA,NA,2,1,1,NA,NA
KAYAC,0,1,NA,NA,1,1,1,NA,NA
KAZe Co.,0,2,NA,NA,1,2,1,NA,NA
KHB-Soft,0,2,NA,NA,1,1,2,NA,NA
KITATUS,0,3,NA,NA,1,3,1,NA,NA
KLab Global Pte. Ltd.,0,1,NA,NA,1,1,1,NA,NA
KNP,0,1,NA,NA,1,1,1,NA,NA
KONANDENKI,0,1,NA,NA,1,1,1,NA,NA
KO_OP Mode,0,3,NA,NA,1,3,1,NA,NA
Kaasa Solution,0,5,NA,NA,3,3,3,NA,NA
Kabam,0,7,NA,NA,2,3,2,NA,NA
Kaga Tech,0,4,NA,NA,3,2,2,NA,NA
Kairosoft Co. Ltd,0,2,NA,NA,2,2,2,NA,NA
"Kairosoft Co.,Ltd",0,2,NA,NA,2,2,2,NA,NA
Kaixin Network Technology Co. Ltd - loftygame,0,1,NA,NA,1,1,1,NA,NA
Kakao Games,0,1,NA,NA,1,1,1,NA,NA
Kaneko Co. Ltd,0,10,NA,NA,6,4,5,NA,NA
Karuchua,0,1,NA,NA,1,1,1,NA,NA
Kasedo Games,0,5,NA,NA,2,4,2,NA,NA
Kawada,0,1,NA,NA,1,1,1,NA,NA
Kawamoto Industrial,0,3,NA,NA,2,2,1,NA,NA
Kazakov Oleg,0,3,NA,NA,2,1,1,NA,NA
Kaze,0,1,NA,NA,1,1,1,NA,NA
Keen Software House,0,3,NA,NA,2,2,1,NA,NA
Kerberos Productions,0,3,NA,NA,1,3,1,NA,NA
Kerem San,0,1,NA,NA,1,1,1,NA,NA
Kero Makura,0,2,NA,NA,1,2,1,NA,NA
Key,0,5,NA,NA,5,1,1,NA,NA
Keynet,0,10,NA,NA,1,1,1,NA,NA
Keypunch,0,2,NA,NA,2,2,2,NA,NA
Khabal Gaming,0,1,NA,NA,1,1,1,NA,NA
Kiddinx,0,5,NA,NA,4,3,3,NA,NA
KillHouse Games,0,4,NA,NA,3,3,1,NA,NA
Killmonday Games,0,2,NA,NA,2,2,1,NA,NA
Kiloo Games,0,1,NA,NA,1,1,1,NA,NA
King Games,0,7,0,0,2,3,3,NA,0
King.com,0,15,NA,NA,5,3,2,NA,NA
KingIsle Entertainment,0,1,NA,NA,1,1,1,NA,NA
Kinmoku,0,4,NA,NA,2,4,1,NA,NA
Kinto Games LLC,0,1,NA,NA,1,1,1,NA,NA
Kirat,0,2,NA,NA,2,1,1,NA,NA
Kirihara Shoten,0,1,NA,NA,1,1,1,NA,NA
Kirin Entertainment,0,2,NA,NA,2,1,2,NA,NA
Kiss,0,30,NA,NA,6,3,9,NA,NA
Kita Denshi,0,1,NA,NA,1,1,1,NA,NA
Kitfox Games,0,5,NA,NA,4,3,4,NA,NA
Kitty Media,0,2,NA,NA,2,1,1,NA,NA
Kloonigames,0,1,NA,NA,1,1,1,NA,NA
KnapNok Games,0,2,NA,NA,2,1,2,NA,NA
Kodansha,0,10,NA,NA,4,3,5,NA,NA
Kokakiki,0,1,NA,NA,1,1,1,NA,NA
Kokuyo,0,4,NA,NA,2,2,1,NA,NA
"Komi Games, Inc",0,4,NA,NA,1,4,1,NA,NA
Kongregate,0,8,NA,NA,4,3,5,NA,NA
Konjak,0,1,NA,NA,1,1,1,NA,NA
Koramgame.com,0,2,NA,NA,1,2,2,NA,NA
Korner Entertainment,0,5,NA,NA,2,3,2,NA,NA
Kosaido,0,1,NA,NA,1,1,1,NA,NA
"Kotobuki Solution Co., Ltd.",0,4,NA,NA,2,2,3,NA,NA
Kotobuki Systems,0,1,NA,NA,1,1,1,NA,NA
Koubunsha,0,3,NA,NA,3,1,3,NA,NA
KranX Productions,0,2,NA,NA,2,1,2,NA,NA
Krillbite Studio,0,6,NA,NA,3,5,2,NA,NA
Krimzon Fake,0,1,NA,NA,1,1,1,NA,NA
Krisalis,0,1,NA,NA,1,1,1,NA,NA
Kristanix Games,0,2,NA,NA,2,2,1,NA,NA
Krome Studios,0,1,NA,NA,1,1,1,NA,NA
Kumobius,0,2,NA,NA,1,2,1,NA,NA
Kunos Simulazioni,0,2,NA,NA,1,2,1,NA,NA
Kure,0,2,NA,NA,2,2,1,NA,NA
Kutoka Interactive,0,1,NA,NA,1,1,1,NA,NA
Kwan,0,5,NA,NA,1,5,1,NA,NA
Kyarara,0,1,NA,NA,1,1,1,NA,NA
Kyle Seeley,0,3,NA,NA,3,1,1,NA,NA
Kyugo Boueki,0,2,NA,NA,2,2,1,NA,NA
L. Stotch,0,1,NA,NA,1,1,1,NA,NA
LAN - GAMES EOOD,0,1,NA,NA,1,1,1,NA,NA
LDW,0,1,NA,NA,1,1,1,NA,NA
LEANDRO PIM,0,1,NA,NA,1,1,1,NA,NA
LG,0,2,NA,NA,1,1,2,NA,NA
LJN,0,56,NA,NA,9,4,6,NA,NA
LOOT Entertainment,0,5,NA,NA,3,4,2,NA,NA
LOTUM GmbH,0,1,NA,NA,1,1,1,NA,NA
LVGameDev LLC,0,1,NA,NA,1,1,1,NA,NA
LWNA,0,1,NA,NA,1,1,1,NA,NA
Lace Mamba Global,0,3,NA,NA,1,1,2,NA,NA
Land Ho,0,4,0,0,2,4,1,NA,0
Landfall Games,0,1,NA,NA,1,1,1,NA,NA
Lapland Studio,0,1,NA,NA,1,1,1,NA,NA
Larian Studios,0,8,NA,NA,5,5,2,NA,NA
Laser Dog,0,1,NA,NA,1,1,1,NA,NA
Lasta Dan Publisher,0,1,NA,NA,1,1,1,NA,NA
Laughing Jackal,0,10,NA,NA,4,2,4,NA,NA
Lavaboots Studios,0,1,NA,NA,1,1,1,NA,NA
Lay-Up,0,3,NA,NA,2,3,2,NA,NA
Lazy 8 Studios,0,2,NA,NA,2,1,2,NA,NA
Leaf,0,8,NA,NA,7,1,3,NA,NA
Left Behind Games,0,2,NA,NA,2,1,1,NA,NA
Left Field Productions,0,4,NA,NA,3,3,3,NA,NA
Legend Entertainment,0,12,NA,NA,7,1,3,NA,NA
Legendary Games,0,1,NA,NA,1,1,1,NA,NA
Legendo Entertainment,0,6,NA,NA,5,2,5,NA,NA
Lemondo Entertainment,0,6,NA,NA,3,6,1,NA,NA
Level 77,0,2,NA,NA,1,1,2,NA,NA
Lexis Numerique,0,10,NA,NA,5,5,5,NA,NA
Liar Soft,0,4,NA,NA,3,3,2,NA,NA
Libido,0,1,NA,NA,1,1,1,NA,NA
Libii Tech Limited,0,3,NA,NA,2,1,1,NA,NA
Libredia Entertainment,0,5,NA,NA,2,3,3,NA,NA
Lienzo,0,1,NA,NA,1,1,1,NA,NA
Light,0,2,NA,NA,2,2,2,NA,NA
Lightbulb Crew,0,1,NA,NA,1,1,1,NA,NA
Lighthouse Games Studio,0,1,NA,NA,1,1,1,NA,NA
Lilith,0,1,NA,NA,1,1,1,NA,NA
Lillymo Games Inc,0,3,NA,NA,1,3,1,NA,NA
Liminal Games,0,1,NA,NA,1,1,1,NA,NA
Limited Run Games,0,2,NA,NA,2,1,2,NA,NA
Lince Works,0,1,NA,NA,1,1,1,NA,NA
Line One Games,0,7,NA,NA,2,4,1,NA,NA
Lionsgate Games,0,1,NA,NA,1,1,1,NA,NA
"Liquid Bit, LLC",0,3,NA,NA,1,3,1,NA,NA
Little Chicken Game Company,0,1,NA,NA,1,1,1,NA,NA
Little Worlds Studio,0,4,NA,NA,2,4,2,NA,NA
Llamasoft,0,3,NA,NA,2,2,1,NA,NA
Logic,0,1,NA,NA,1,1,1,NA,NA
Logic Artists,0,1,NA,NA,1,1,1,NA,NA
Lonely Troops,0,4,NA,NA,4,1,2,NA,NA
Long Neck Games,0,3,NA,NA,1,3,1,NA,NA
Looking Glass Technologies,0,1,NA,NA,1,1,1,NA,NA
LoopyMood,0,1,NA,NA,1,1,1,NA,NA
Loren Lemcke,0,1,NA,NA,1,1,1,NA,NA
"Lost Decade Games, LLC",0,3,NA,NA,1,3,1,NA,NA
Love Conquers All Games,0,1,NA,NA,1,1,1,NA,NA
Lozange Lab,0,1,NA,NA,1,1,1,NA,NA
Lucasfilm Games,0,2,NA,NA,2,1,2,NA,NA
Lucid Games,0,1,NA,NA,1,1,1,NA,NA
Luckshot Games,0,1,NA,NA,1,1,1,NA,NA
Lucky Frame,0,3,NA,NA,1,3,1,NA,NA
Ludia,0,13,NA,NA,3,4,4,NA,NA
Ludic,0,1,NA,NA,1,1,1,NA,NA
Ludobit,0,2,NA,NA,1,1,2,NA,NA
Ludosity AB,0,3,NA,NA,2,3,1,NA,NA
LukPlus,0,3,NA,NA,2,3,3,NA,NA
Lump of Sugar,0,3,NA,NA,3,1,1,NA,NA
Lupinus,0,1,NA,NA,1,1,1,NA,NA
Lupus Studios Limited,0,1,NA,NA,1,1,1,NA,NA
Lyn And Line LLC,0,4,NA,NA,3,4,2,NA,NA
M2 Studios,0,1,NA,NA,1,1,1,NA,NA
M2H,0,6,NA,NA,3,3,2,NA,NA
MACHINE Studios LLC,0,1,NA,NA,1,1,1,NA,NA
MADFINGER Games,0,3,NA,NA,2,2,1,NA,NA
MAG Interactive,0,1,NA,NA,1,1,1,NA,NA
MAIET Entertainment,0,2,NA,NA,2,1,2,NA,NA
MD Games,0,1,NA,NA,1,1,1,NA,NA
MECC,0,5,NA,NA,4,3,4,NA,NA
MERJ Media,0,1,NA,NA,1,1,1,NA,NA
MGM Interactive,0,1,NA,NA,1,1,1,NA,NA
MGame,0,1,NA,NA,1,1,1,NA,NA
MOBIRIX,0,1,NA,NA,1,1,1,NA,NA
MPI Games,0,1,NA,NA,1,1,1,NA,NA
MSN Games,0,3,NA,NA,1,1,1,NA,NA
MUTAN,0,1,NA,NA,1,1,1,NA,NA
MY.COM,0,5,NA,NA,3,2,1,NA,NA
Ma-Ba,0,2,NA,NA,2,1,2,NA,NA
Mac Play,0,3,NA,NA,3,1,2,NA,NA
MacPlay,0,1,NA,NA,1,1,1,NA,NA
Mad Data,0,1,NA,NA,1,1,1,NA,NA
Mad Dog Games,0,1,NA,NA,1,1,1,NA,NA
Mad Mimic,0,1,NA,NA,1,1,1,NA,NA
Mad Monkey Studio,0,1,NA,NA,1,1,1,NA,NA
Maestro Interactive Games,0,1,NA,NA,1,1,1,NA,NA
Magic Bytes,0,1,NA,NA,1,1,1,NA,NA
Magic Pockets,0,1,NA,NA,1,1,1,NA,NA
Magnolia,0,3,NA,NA,2,1,1,NA,NA
Mahou,0,5,NA,NA,2,3,4,NA,NA
"Making Fun, Inc.",0,1,NA,NA,1,1,1,NA,NA
Makivision Games,0,1,NA,NA,1,1,1,NA,NA
Malibu Games,0,16,NA,NA,3,2,5,NA,NA
Mandigo,0,2,NA,NA,2,1,2,NA,NA
MangaGamer,0,6,NA,NA,5,1,2,NA,NA
Manning,0,1,NA,NA,1,1,1,NA,NA
Map Japan,0,6,NA,NA,4,1,1,NA,NA
Maple Whispering Limited,0,5,NA,NA,2,4,2,NA,NA
Marginal act,0,2,NA,NA,2,2,1,NA,NA
Mark Smith,0,1,NA,NA,1,1,1,NA,NA
Markanime Studios,0,1,NA,NA,1,1,1,NA,NA
Marmalade,0,1,NA,NA,1,1,1,NA,NA
Masaya,0,1,NA,NA,1,1,1,NA,NA
Maschinen-Mensch,0,1,NA,NA,1,1,1,NA,NA
Mass Creation Sp. z o. o.,0,1,NA,NA,1,1,1,NA,NA
Mass Threat,0,1,NA,NA,1,1,1,NA,NA
Massive Black Inc,0,2,NA,NA,1,2,1,NA,NA
"Massive Damage, Inc.",0,1,NA,NA,1,1,1,NA,NA
Mateen Pekan,0,1,NA,NA,1,1,1,NA,NA
Matrix Games,0,20,NA,NA,9,2,3,NA,NA
Matt Makes Games Inc.,0,7,NA,NA,2,5,2,NA,NA
Matt Roszak,0,3,NA,NA,3,1,1,NA,NA
Matt White,0,3,NA,NA,1,3,1,NA,NA
Mattel Electronics,0,61,NA,NA,4,1,11,NA,NA
Mattel Media,0,1,NA,NA,1,1,1,NA,NA
Matthew Brown,0,6,NA,NA,1,3,2,NA,NA
MaxBet,0,3,NA,NA,2,2,1,NA,NA
Maxistentialism,0,1,NA,NA,1,1,1,NA,NA
Mc O'River,0,1,NA,NA,1,1,1,NA,NA
Mebius,0,3,NA,NA,2,3,3,NA,NA
Mechabit,0,4,NA,NA,1,4,1,NA,NA
Mechanic Arms,0,1,NA,NA,1,1,1,NA,NA
Mechanist Games,0,1,NA,NA,1,1,1,NA,NA
Medaverse Studios,0,1,NA,NA,1,1,1,NA,NA
Media Group,0,2,NA,NA,2,2,2,NA,NA
Media Kite,0,8,NA,NA,5,3,6,NA,NA
Media-5,0,1,NA,NA,1,1,1,NA,NA
Media.Vision,0,1,NA,NA,1,1,1,NA,NA
Media.Vision Entertainment,0,2,NA,NA,2,2,2,NA,NA
Media5,0,27,NA,NA,3,4,1,NA,NA
Mediaflex Games,0,2,NA,NA,2,1,1,NA,NA
Mediatonic,0,5,NA,NA,3,3,4,NA,NA
Mediocre AB,0,1,NA,NA,1,1,1,NA,NA
Medioza,0,1,NA,NA,1,1,1,NA,NA
Mega Crit Games,0,4,NA,NA,1,4,1,NA,NA
MegaCyber,0,1,NA,NA,1,1,1,NA,NA
MegaHouse,0,3,0,0,3,2,2,NA,0
Megamedia,0,1,NA,NA,1,1,1,NA,NA
Mehsoft,0,1,NA,NA,1,1,1,NA,NA
Meister Hero,0,1,NA,NA,1,1,1,NA,NA
Melbourne House,0,15,NA,NA,7,10,5,NA,NA
Meldac,0,5,NA,NA,3,3,4,NA,NA
Mellowsoft,0,1,NA,NA,1,1,1,NA,NA
Melody,0,2,NA,NA,2,1,1,NA,NA
"Mentrix Software, Inc.",0,3,NA,NA,2,1,3,NA,NA
Mere Mortals,0,2,NA,NA,1,1,1,NA,NA
"Merge Interactive, Incorporated",0,4,NA,NA,1,3,2,NA,NA
Meridian,0,3,NA,NA,2,3,2,NA,NA
Meridian 4,0,2,NA,NA,1,1,1,NA,NA
Merit Studios,0,2,NA,NA,2,1,1,NA,NA
Messhof,0,6,NA,NA,3,4,1,NA,NA
Messiah,0,2,NA,NA,1,1,1,NA,NA
Metalhead Software Inc.,0,4,NA,NA,1,4,1,NA,NA
Metanet Software Inc.,0,2,NA,NA,2,2,1,NA,NA
Metro Trains Melbourne,0,1,NA,NA,1,1,1,NA,NA
Metro3D,0,2,NA,NA,1,2,1,NA,NA
Michael Bowen,0,1,NA,NA,1,1,1,NA,NA
Michal Brzozowski,0,3,NA,NA,1,3,1,NA,NA
Micott & Basara Inc.,0,1,NA,NA,1,1,1,NA,NA
Micro World,0,5,NA,NA,2,1,4,NA,NA
MicroLeague,0,2,NA,NA,2,1,2,NA,NA
Microblast Games,0,2,NA,NA,1,2,1,NA,NA
Microforum,0,3,0,0,2,1,3,NA,0
Micronet,0,14,NA,NA,10,6,6,NA,NA
Microvalue,0,6,NA,NA,3,2,2,NA,NA
Mid Carolina Media,0,1,NA,NA,1,1,1,NA,NA
MidBoss,0,7,NA,NA,3,7,1,NA,NA
Midjiwan AB,0,1,NA,NA,1,1,1,NA,NA
Midnight Magic Games,0,4,NA,NA,1,3,1,NA,NA
Midway,0,6,NA,NA,5,5,3,NA,NA
Midway Studios Austin,0,1,NA,NA,1,1,1,NA,NA
Midway Studios San Diego,0,1,NA,NA,1,1,1,NA,NA
Miel,0,1,NA,NA,1,1,1,NA,NA
Mig Entertainment,0,1,NA,NA,1,1,1,NA,NA
Might and Delight,0,3,NA,NA,2,3,1,NA,NA
Mighty Rabbit Studios,0,1,NA,NA,1,1,1,NA,NA
Mika Mobile,0,2,NA,NA,1,1,1,NA,NA
Mike Bithell Games,0,6,NA,NA,4,6,3,NA,NA
Miles Computing,0,1,NA,NA,1,1,1,NA,NA
MilkCap,0,1,NA,NA,1,1,1,NA,NA
Milton Bradley,0,11,NA,NA,4,3,6,NA,NA
MinMax Games Ltd.,0,3,NA,NA,2,2,2,NA,NA
Mind's Eclipse Interactive,0,1,NA,NA,1,1,1,NA,NA
Mindstorm Studios,0,1,0,0,1,1,1,NA,0
Miniclip SA,0,1,NA,NA,1,1,1,NA,NA
Miniclip.com,0,6,NA,NA,5,2,3,NA,NA
Minicore Studios,0,1,NA,NA,1,1,1,NA,NA
Minor I,0,3,NA,NA,2,1,1,NA,NA
Minor Key Games,0,9,NA,NA,3,3,1,NA,NA
"Minority, Inc.",0,2,NA,NA,2,2,1,NA,NA
Mintrocket,0,1,NA,NA,1,1,1,NA,NA
Mipumi Games GmbH,0,4,NA,NA,2,4,1,NA,NA
Mirrorsoft,0,1,NA,NA,1,1,1,NA,NA
Misfits Attic,0,1,NA,NA,1,1,1,NA,NA
Missing Link Games,0,1,NA,NA,1,1,1,NA,NA
Mistwalker,0,1,NA,NA,1,1,1,NA,NA
Mixedbag Srl,0,9,NA,NA,3,7,4,NA,NA
Mixtvision,0,9,NA,NA,3,5,1,NA,NA
Mizuki,0,4,NA,NA,2,2,2,NA,NA
MoaCube,0,3,NA,NA,2,2,2,NA,NA
"MobCrete, Inc.",0,2,NA,NA,1,2,1,NA,NA
Mobage,0,4,NA,NA,2,1,2,NA,NA
